Roaster,Name,Rating,Roaster Location,Coffee Origin,Roast Level,DollarsPerOz,Aroma,Flavor,Agtron Ext,Agtron Gnd,Roast_Level_num,Latitude,Longitude
Terroir Coffee,La Esperanza Guatemala Huehuetenango,93,Massachusetts,Guatemala,Medium-Light,1.48,8,9,60,81,1,15.5,-90.25
Lexington Coffee Roasters,Papua New Guinea Kimel,91,Virginia,Guinea,Medium-Light,1.19,8,8,56,74,1,11.0,-10.0
Lexington Coffee Roasters,Bali Kintamani,91,Virginia,Indonesia,Light,1.19,7,9,61,89,0,-5.0,120.0
PT's Coffee Roasting Co.,Colombia La Esperanza Cerro Azul Geisha,96,Kansas,Colombia,Medium-Light,4.38,9,10,58,81,1,4.0,-72.0
Green Mountain Coffee,Colombia Geisha,94,Vermont,Colombia,Medium,2.5,9,9,46,68,2,4.0,-72.0
PT's Coffee Roasting Co.,"Finca El Injerto Patagonia, Guatemala",94,Kansas,Guatemala,Medium-Light,2.49,9,9,59,78,1,15.5,-90.25
Green Mountain Coffee,Aroma de Canalaj Guatemala,93,Vermont,Guatemala,Medium,1.62,9,10,49,68,2,15.5,-90.25
PT's Coffee Roasting Co.,"Finca El Socorro Maracaturra, Guatemala",92,Kansas,Guatemala,Light,1.5,8,9,59,84,0,15.5,-90.25
True Beans Coffee Roasters,Limited Edition True Espresso,93,California,Sumatra,Medium,1.33,8,9,51,65,2,-5.0,120.0
Beansmith Coffee,Guatemala Huehuetenango Finca La Bolsa,92,Nebraska,Guatemala,Medium-Light,1.25,8,9,56,73,1,15.5,-90.25
Cafe Virtuoso,Ethiopia Konga,92,California,Ethiopia,Medium,1.25,9,9,47,61,2,8.0,38.0
Barrington Coffee Roasting Co.,Lycello Panama Gesha,95,Massachusetts,Panama,Medium-Light,2.84,9,10,56,71,1,9.0,-80.0
Temple Coffee and Tea,Sumatra Lintong Blue Batak Peaberry,93,California,Sumatra,Medium,1.29,8,9,46,59,2,-5.0,120.0
Thirty-Thirty Coffee Co.,Honduras Maria Galo,92,Illinois,Honduras,Medium,1.46,8,9,53,67,2,15.0,-86.5
Thirty-Thirty Coffee Co.,Guatemala San Juan,91,Illinois,Guatemala,Medium-Light,1.42,9,9,57,73,1,15.5,-90.25
Barrington Coffee Roasting Co.,Honduras Seydi Argueta,91,Massachusetts,Honduras,Medium-Light,1.15,9,9,59,75,1,15.0,-86.5
Eight O'Clock Coffee (Walmart),100% Colombian,77,New Jersey,Colombia,Medium,0.43,5,4,46,56,2,4.0,-72.0
Great Value (Walmart),100% Colombian,79,Arkansas,Colombia,Very Dark,0.29,6,6,0,40,4,4.0,-72.0
Vertigo Coffee,Organic Ethiopia Yirgacheffe Amaro Gayo,90,California,Ethiopia,Medium-Light,1.33,8,9,54,70,1,8.0,38.0
JBC Coffee Roasters,Karatu Kenya AA,94,Wisconsin,Kenya,Medium,1.42,9,9,53,67,2,1.0,38.0
JBC Coffee Roasters,La Colmena El Salvador Pacamara,90,Wisconsin,El Salvador,Light,1.0,8,9,64,78,0,13.83,-88.92
Terroir Coffee,Kenya Mamuto,96,Massachusetts,Kenya,Medium-Light,2.08,9,10,61,76,1,1.0,38.0
Paradise Roasters,Ethiopian Yirgacheffe ECX Top Lot,93,Minnesota,Ethiopia,Medium-Light,1.25,8,9,56,70,1,8.0,38.0
Paradise Roasters,Organic Costa Rica Helsar Finca Santa Lucia,91,Minnesota,Costa Rica,Medium,1.41,8,9,52,64,2,10.0,-84.0
Grounds for Change,Guatemala Quetzel,89,Washington,Guatemala,Medium,0.81,9,8,50,58,2,15.5,-90.25
PT's Coffee Roasting Co.,Kenya Thunguri – Top Auction Lot,94,Kansas,Kenya,Medium,1.58,9,9,49,62,2,1.0,38.0
PT's Coffee Roasting Co.,Ethiopia Michiti Cooperative,92,Kansas,Ethiopia,Medium,1.41,9,9,50,65,2,8.0,38.0
PT's Coffee Roasting Co.,Guatemala Finca El Valle,92,Kansas,Guatemala,Medium,1.18,8,9,54,66,2,15.5,-90.25
Bird Rock Coffee Roasters,Kenya Ngunguru Cooperative,93,California,Kenya,Medium-Light,1.5,9,9,52,70,1,1.0,38.0
Seattle Coffee Works,Seattle Space Blend,93,Washington,Brazil,Medium,1.08,9,9,54,65,2,-10.0,-55.0
Stauf's Coffee Roasters,Dominican Republic Cafe Femenino Organic Fair Trade,88,Ohio,Dominica,Medium,1.25,7,8,53,66,2,15.42,-61.33
Just Love Coffee Roasters,Cafe Femenino Rwandan,88,Tennessee,Rwanda,Medium-Dark,1.19,7,8,44,50,3,-2.0,30.0
Thanksgiving Coffee,Song Bird Shade Grown Coffee,88,California,Guatemala,Medium,1.08,7,8,50,55,2,15.5,-90.25
Bicycle Coffee,Medium Coffee,89,California,Guatemala,Medium,1.17,8,8,47,57,2,15.5,-90.25
Nossa Familia Coffee,Gabriel’s Grand Cru Micro-Lot 0086,89,Oregon,Brazil,Medium,1.17,8,8,53,66,2,-10.0,-55.0
PT's Coffee Roasting Co.,Flor Del Sol Signature Blend,90,Kansas,El Salvador,Medium-Light,1.25,8,9,55,68,1,13.83,-88.92
Mystic Monk Coffee,Ethiopian Fair Trade Organic,93,Wyoming,Ethiopia,Medium,1.0,10,9,53,68,2,8.0,38.0
Thirty-Thirty Coffee Co.,Ethiopia Hachira,94,Illinois,Ethiopia,Medium-Light,3.12,8,10,58,74,1,8.0,38.0
Coffea Roasterie,Ethiopia Birhanu,93,South Dakota,Ethiopia,Medium,1.23,9,9,53,66,2,8.0,38.0
JBC Coffee Roasters,El Banco Espresso (El Salvador Pacamara),92,Wisconsin,El Salvador,Medium,1.08,8,9,49,54,2,13.83,-88.92
Coffea Roasterie,Ethiopia Ardi,92,South Dakota,Ethiopia,Medium-Light,1.44,10,9,56,72,1,8.0,38.0
Water Avenue Coffee Company,El Salvador Las Delicias Pacamara SOE Blend,93,Oregon,El Salvador,Medium-Light,1.33,9,9,58,74,1,13.83,-88.92
Caribou Coffee,Roastmaster’s Reserve Esmeralda,97,Minnesota,Panama,Medium,2.5,10,10,52,66,2,9.0,-80.0
The WestBean Coffee Roasters,Ethiopia Amaro Gayo Organic,93,California,Ethiopia,Medium,1.25,9,9,50,65,2,8.0,38.0
Victrola Coffee Roasters,Ethiopia Yirgacheffe Wote Konga,93,Washington,Ethiopia,Medium-Light,1.44,9,9,55,69,1,8.0,38.0
Seattle Coffee Works,Ethiopia Natural Yirgacheffe Wote Konga,92,Washington,Ethiopia,Medium-Light,1.25,8,9,54,73,1,8.0,38.0
Klatch Coffee,Nicaragua Marlene Lagos Honey,90,California,Nicaragua,Medium,1.16,8,8,52,69,2,13.0,-85.0
Green Mountain Coffee,Ugandan Mountains of the Moon,89,Vermont,Uganda,Medium-Dark,1.62,9,8,43,54,3,1.0,32.0
Bird Rock Coffee Roasters,Panama Don Pachi Natural Geisha,94,California,Panama,Medium-Light,7.5,10,9,61,77,1,9.0,-80.0
Caribou Coffee,Kenya Roastmaster’s Reserve,91,Minnesota,Kenya,Medium-Light,1.06,8,9,58,73,1,1.0,38.0
Joe Van Gogh,El Salvador Malacara Pulped Natural,88,North Carolina,El Salvador,Medium,1.12,7,8,47,61,2,13.83,-88.92
The Roasterie,Costa Rica La Candelilla Honey Peaberry,89,Kansas,Costa Rica,Medium,1.88,8,8,48,70,2,10.0,-84.0
Willoughby's Coffee & Tea,Costa Rica El Espino Yellow Honey Caturra,89,Connecticut,Costa Rica,Medium,1.12,8,8,48,67,2,10.0,-84.0
Kean Coffee,El Salvador SHG Honey Bourbon,90,California,El Salvador,Medium,1.25,9,8,49,63,2,13.83,-88.92
Velton's Coffee,Nicaragua Plantio el Aserradero,90,Washington,Nicaragua,Medium,1.12,8,8,47,60,2,13.0,-85.0
Water Avenue Coffee Company,El Salvador El Manzano,90,Oregon,El Salvador,Medium-Light,1.17,8,8,60,72,1,13.83,-88.92
Olympia Coffee Roasting,Costa Rica Herbazu Villa Sarchi Honey,91,Washington,Costa Rica,Medium,1.38,8,9,51,61,2,10.0,-84.0
Klatch Coffee,El Salvador El Rubi Honey,91,California,El Salvador,Medium,1.12,9,8,51,70,2,13.83,-88.92
Caffe Ladro,El Salvador La Roxanita Pulped Natural,92,Washington,El Salvador,Medium,1.33,9,9,52,64,2,13.83,-88.92
Temple Coffee and Tea,El Salvador Casas de Lamina,92,California,El Salvador,Medium-Light,1.46,8,9,55,75,1,13.83,-88.92
Green Mountain Coffee,Signature Mocha Java,88,Vermont,Ethiopia,Medium,0.79,7,8,47,67,2,8.0,38.0
JBC Coffee Roasters,Gichugu Kenya Espresso,93,Wisconsin,Kenya,Medium-Dark,1.17,9,9,43,52,3,1.0,38.0
Bird Rock Coffee Roasters,Sidamo Guji,92,California,Ethiopia,Medium-Light,1.42,10,9,59,80,1,8.0,38.0
Beansmith Coffee,Ethiopia Yirgacheffe ECX Top Lot,90,Nebraska,Ethiopia,Medium-Light,1.25,8,9,53,69,1,8.0,38.0
JBC Coffee Roasters,Mihuti Kenya AA,91,Wisconsin,Kenya,Medium-Light,1.08,8,9,57,73,1,1.0,38.0
PT's Coffee Roasting Co.,Ethiopia Nanno Challa Cooperative,94,Kansas,Ethiopia,Medium,1.41,8,10,53,66,2,8.0,38.0
Kean Coffee,Sumatra Lake Tawar,93,California,Sumatra,Medium,1.21,9,9,47,62,2,-5.0,120.0
Klatch Coffee,Panama Kotowa Duncan 2012 Microlot,92,California,Panama,Medium-Light,1.25,9,9,52,70,1,9.0,-80.0
PT's Coffee Roasting Co.,Kenya Thiriku Top Auction Lot,92,Kansas,Kenya,Medium,1.67,8,9,55,65,2,1.0,38.0
Kean Coffee,Ethiopia Watadara Sidamo,91,California,Ethiopia,Medium,1.25,9,9,52,58,2,8.0,38.0
JBC Coffee Roasters,Dolok Sanggul Single Origin Espresso,93,Wisconsin,Sumatra,Medium-Dark,1.08,8,9,46,53,3,-5.0,120.0
Paradise Roasters,S.O. Espresso Maui Mokka,92,Minnesota,Hawaii,Medium-Dark,1.66,9,9,40,49,3,19.8968,-155.5828
Willoughby's Coffee & Tea,Panama Elida Estate Reserve,91,Connecticut,Panama,Medium,1.06,8,8,51,66,2,9.0,-80.0
Kuma Coffee,Carmen Estate Natural Panama,91,Washington,Panama,Medium-Light,1.33,9,9,57,81,1,9.0,-80.0
Temple Coffee and Tea,Panama Lerida Estate Sonia’s Crop,91,California,Panama,Medium,1.38,9,9,53,68,2,9.0,-80.0
Equator Coffees & Teas,Panama Hacienda La Esmeralda Geisha Baru,91,California,Panama,Medium-Light,6.12,8,9,54,73,1,9.0,-80.0
Willoughby's Coffee & Tea,Panama Elida Estate Natural,93,Connecticut,Panama,Medium,1.19,9,9,51,66,2,9.0,-80.0
Klatch Coffee,Panama Don Pachi Natural Geisha,94,California,Panama,Medium-Light,7.49,9,10,55,78,1,9.0,-80.0
Klatch Coffee,"Esmeralda Leon, Panama Geisha Auction Lot",96,California,Panama,Medium-Light,4.99,9,10,52,73,1,9.0,-80.0
OQ Coffee Co.,Gelena Abaya Natural Processed Ethiopia,94,New Jersey,Ethiopia,Light,1.25,10,9,66,88,0,8.0,38.0
Caribou Coffee,‘Bou Games Gold 2012,92,Minnesota,El Salvador,Medium,1.06,9,9,49,58,2,13.83,-88.92
Mystic Monk Coffee,Kenyan AA Auction Lot,92,Wyoming,Kenya,Medium,1.17,9,9,48,59,2,1.0,38.0
Coffea Roasterie,Ethiopia Yirgacheffe Kochere Grade 1,91,South Dakota,Ethiopia,Medium-Light,1.35,8,9,57,72,1,8.0,38.0
Turnstile Coffee Roasters,Ethiopia Yirgacheffe Kochere Grade 1r,93,New Jersey,Ethiopia,Medium,1.33,9,9,49,66,2,8.0,38.0
Lexington Coffee Roasters,Guatemala Huixoc,90,Virginia,Guatemala,Light,0.94,8,9,65,85,0,15.5,-90.25
Lexington Coffee Roasters,Kenya Kamwangi Peaberry,90,Virginia,Kenya,Medium,1.21,8,8,42,61,2,1.0,38.0
JBC Coffee Roasters,Bufcafe Rwanda Espresso,93,Wisconsin,Rwanda,Medium,1.08,9,9,46,57,2,-2.0,30.0
Victrola Coffee Roasters,Ethiopia Yirgacheffe Kochere Grade 1,92,Washington,Ethiopia,Medium-Light,1.38,9,9,53,75,1,8.0,38.0
Klatch Coffee,Tanzania Peaberry Kilimanjaro,90,California,Tanzania,Medium,1.12,9,8,49,72,2,-6.0,35.0
The WestBean Coffee Roasters,Ethiopian Kochere Teklu Dembel,90,California,Ethiopia,Medium,1.25,8,8,51,70,2,8.0,38.0
JBC Coffee Roasters,Ulos Batak Sumatra,94,Wisconsin,Sumatra,Medium-Light,1.25,9,9,57,82,1,-5.0,120.0
Caribou Coffee,La Minita Peaberry,92,Minnesota,Costa Rica,Medium,1.25,9,9,48,62,2,10.0,-84.0
Rusty's Hawaiian Coffee,Maui Mokka Peaberry,95,Hawai,Hawaii,Medium-Dark,3.0,9,9,42,55,3,19.8968,-155.5828
Flamenco Organic Coffee,Rwanda Cafe Femenino,93,Minnesota,Rwanda,Medium,0.81,9,9,48,66,2,-2.0,30.0
Paradise Roasters,Ethiopia Yirgacheffe ECX Top Lot,92,Minnesota,Ethiopia,Medium-Light,1.25,9,9,58,82,1,8.0,38.0
JBC Coffee Roasters,Wata Dara Ethiopian Sidamo Fair Trade Organic,92,Wisconsin,Ethiopia,Medium-Light,1.08,9,9,54,72,1,8.0,38.0
Bard Coffee,Costa Rica Tarrazu Microlot El Liano,90,Maine,Costa Rica,Medium-Light,1.35,8,9,56,77,1,10.0,-84.0
Cafe Excellence,Breakfast Blend,90,Pennsylvania,Brazil,Medium-Light,0.79,8,9,60,73,1,-10.0,-55.0
Kona Cafe,100 Percent Kona Coffee Extra Fancy Medium Roast,90,Hawai,Hawaii,Medium-Dark,2.0,8,9,40,48,3,19.8968,-155.5828
Cafe Excellence,Northern Lights Blend,89,Pennsylvania,Costa Rica,Medium-Dark,0.91,8,9,46,52,3,10.0,-84.0
Bard Coffee,Kenya Nyeri Kahindu Estate,93,Maine,Kenya,Medium,1.35,9,10,52,64,2,1.0,38.0
Rex Roasting,Kenya AA Othaya,91,Indiana,Kenya,Medium,1.25,9,8,48,54,2,1.0,38.0
Caribou Coffee,Honduras Roastmaster’s Reserve,93,Minnesota,Honduras,Medium,1.0,8,9,50,58,2,15.0,-86.5
PT's Coffee Roasting Co.,Bolivia Tres Estrellas Organic,92,Kansas,Bolivia,Medium-Light,1.38,9,9,56,68,1,-17.0,-65.0
Temple Coffee and Tea,Burundi Sogestal Mumirwa,90,California,Burundi,Medium,1.17,8,8,52,64,2,-3.5,30.0
Kean Coffee,Tanzania Mpito,90,California,Tanzania,Medium,1.23,8,8,55,63,2,-6.0,35.0
Temple Coffee and Tea,Tanzania Nzovu,90,California,Tanzania,Medium,1.29,8,8,54,62,2,-6.0,35.0
Equator Coffees & Teas,Rwanda Buremera,90,California,Rwanda,Medium,1.06,8,8,55,64,2,-2.0,30.0
JBC Coffee Roasters,Rwanda Kinunu,91,Wisconsin,Rwanda,Medium-Light,1.08,8,9,56,69,1,-2.0,30.0
Bird Rock Coffee Roasters,Burundi Kirimiro Teka Lot 2,91,California,Burundi,Medium-Light,1.42,9,9,58,72,1,-3.5,30.0
Terroir Coffee,Burundi Ngozi Gihere 2,91,Massachusetts,Burundi,Medium-Light,1.4,9,8,58,72,1,-3.5,30.0
Willoughby's Coffee and Tea,Burundi Kiryama Washing Station,92,Connecticut,Burundi,Medium,0.87,9,9,52,59,2,-3.5,30.0
JBC Coffee Roasters,Rwanda Bufcafe,93,Wisconsin,Rwanda,Medium-Light,1.08,8,9,56,69,1,-2.0,30.0
Klatch Coffee,Rwanda Fair Trade Cafe Feminino,93,California,Rwanda,Medium,1.25,8,9,50,63,2,-2.0,30.0
Terroir Coffee,Kenya Mamuto,95,Massachusetts,Kenya,Medium-Light,2.42,9,10,58,76,1,1.0,38.0
Green Mountain Coffee,Panama Lerida Estate,94,Vermont,Panama,Medium,1.62,9,10,51,61,2,9.0,-80.0
JBC Coffee Roasters,Elizer Espresso,93,Wisconsin,Brazil,Medium,1.08,9,8,48,54,2,-10.0,-55.0
Terroir Coffee,El Roble Colombia Santander,93,Massachusetts,Colombia,Medium-Light,1.46,8,9,59,72,1,4.0,-72.0
JBC Coffee Roasters,Tano Batak Sumatra,93,Wisconsin,Sumatra,Medium-Light,1.08,9,9,57,80,1,-5.0,120.0
Hualalai Roasting and Coffee Company,Kona Peaberry Medium Roast,92,California,Hawaii,Medium,3.75,9,9,50,63,2,19.8968,-155.5828
Terroir Coffee,San Augustin Guatemala Antigua,92,Massachusetts,Guatemala,Medium-Light,1.4,8,9,59,71,1,15.5,-90.25
JBC Coffee Roasters,Ethiopian Shanta Golba Espresso Fair Trade,90,Wisconsin,Ethiopia,Medium,0.92,9,8,52,56,2,8.0,38.0
Barrington Coffee Roasting Co.,Kenya AA Ruiru Mills Estate,92,Massachusetts,Kenya,Medium-Light,1.25,9,9,54,68,1,1.0,38.0
Paradise Roasters,SO Espresso Brazil Corrego Seco Dark Roast,93,Minnesota,Brazil,Medium-Dark,1.16,9,9,42,47,3,-10.0,-55.0
Hula Daddy,Laura’s Blend: 100 Percent Kona Coffee Fancy,93,Hawai,Hawaii,Medium,3.0,9,9,54,64,2,19.8968,-155.5828
Cafe Excellence,Venice Nights,90,Pennsylvania,Sumatra,Medium,0.79,8,9,53,65,2,-5.0,120.0
Vertigo Coffee,El Salvador Finca El Majahual,91,California,El Salvador,Medium-Light,1.33,9,8,53,69,1,13.83,-88.92
Coffea Roasterie,Burundi Kiryama Micro Lot 8,93,South Dakota,Burundi,Medium,1.31,9,9,54,63,2,-3.5,30.0
JBC Coffee Roasters,Ethiopian Sidamo Shanta Golba Natural Processed,92,Wisconsin,Ethiopia,Medium-Light,1.0,9,9,55,72,1,8.0,38.0
Panther Coffee,Brasil Fazenda Sertao,89,Florida,Brazil,Medium-Light,1.25,8,8,56,70,1,-10.0,-55.0
Caravan Coffee,Brazil Zinho Peaberry Natural,89,Oregon,Brazil,Medium-Dark,1.06,8,8,38,49,3,-10.0,-55.0
Wonderstate Coffee,Organic Brazil Diamantina,90,Wisconsin,Brazil,Medium-Light,1.06,8,9,54,68,1,-10.0,-55.0
Kean Coffee,Brazil Monte Alegre,91,California,Brazil,Medium,1.17,8,8,54,66,2,-10.0,-55.0
Panther Coffee,Brazil Fazenda Chapadao de Ferro Peaberry,92,Florida,Brazil,Medium-Light,1.25,9,9,53,71,1,-10.0,-55.0
OQ Coffee Co.,Sol do Paraguassu Farm Natural Processed Brazil,93,New Jersey,Brazil,Medium-Light,1.75,9,9,58,69,1,-10.0,-55.0
Terroir Coffee,El Vergel Guatemala,97,Massachusetts,Guatemala,Medium-Light,1.38,10,10,61,75,1,15.5,-90.25
PT's Coffee Roasting Co.,Colombia Finca Villa Loyola,94,Kansas,Colombia,Medium-Light,1.53,8,9,60,72,1,4.0,-72.0
Barrington Coffee Roasting Co.,Colombian La Esperanza,94,Massachusetts,Colombia,Medium-Light,1.12,9,9,58,73,1,4.0,-72.0
Kuma Coffee,Tano Batak Sumatra,93,Washington,Sumatra,Medium-Light,1.25,9,9,55,69,1,-5.0,120.0
Kuma Coffee,Gacokwe Burundi,92,Washington,Burundi,Medium-Light,1.25,8,9,54,77,1,-3.5,30.0
Bird Rock Coffee Roasters,Bolivia Marcial Huanca,93,California,Bolivia,Medium-Light,1.42,9,9,58,73,1,-17.0,-65.0
Barrington Coffee Roasting Co.,Guatemalan La Joya,91,Massachusetts,Guatemala,Medium-Light,1.15,8,9,56,75,1,15.5,-90.25
Café Grumpy,Rwanda Gatare Cup of Excellence Lot 6,92,New York,Rwanda,Medium,2.33,8,9,52,62,2,-2.0,30.0
Cultiva Fine Coffee,Sumatra Red Badger,91,Nebraska,Sumatra,Medium,0.98,8,9,50,67,2,-5.0,120.0
The WestBean Coffee Roasters,Kenya Nyeri AA Gaturiri,94,California,Kenya,Medium-Dark,2.0,9,9,45,52,3,1.0,38.0
Magpie Coffee Roasters,Kenya AA Nyeri Gaturiri,93,Nevada,Kenya,Medium-Light,1.88,8,9,53,70,1,1.0,38.0
Magpie Coffee Roasters,El Salvador Finca Suiza Santa Ana,92,Nevada,El Salvador,Medium,1.5,9,9,53,67,2,13.83,-88.92
Olympia Coffee Roasting Co.,Colombia Pablo Zuniga Micro Lot,88,Washington,Colombia,Medium,1.13,8,7,51,65,2,4.0,-72.0
Conscious Coffees,Colombia Fondo Paez Cooperative Organic,89,Colorado,Colombia,Medium,1.08,9,8,50,56,2,4.0,-72.0
Portland Roasting,Colombia Tolima Finca Las Florestales,89,Oregon,Colombia,Medium,0.96,8,8,52,64,2,4.0,-72.0
Equator Coffees & Teas,Colombia San Agustin,91,California,Colombia,Medium-Light,1.09,9,8,60,67,1,4.0,-72.0
Cafe Grumpy,Colombia La Coqueta,91,New York,Colombia,Medium-Light,1.83,8,9,56,66,1,4.0,-72.0
DOMA Coffee Roasting Company,Colombia Organic,92,Idaho,Colombia,Medium,1.04,8,9,53,60,2,4.0,-72.0
Mtn. Air Roasting,Colombia Piendamo Meseta de Popayan,92,North Carolina,Colombia,Medium,0.88,9,9,54,65,2,4.0,-72.0
Lone Pine Coffee Roasters,Colombia Martha Cecelia Rojas,93,Oregon,Colombia,Medium-Light,1.17,9,9,57,70,1,4.0,-72.0
Victrola Coffee Roasters,Colombia Huila Monserrate Yaneth Gil Microlot,94,Washington,Colombia,Medium,1.19,9,9,54,63,2,4.0,-72.0
Café Excellence,Sumatra Lintong Fully Washed,93,Pennsylvania,Sumatra,Medium,1.0,8,9,46,56,2,-5.0,120.0
Cafe Excellence,Ethiopia Deep Blue Harrar,90,Pennsylvania,Ethiopia,Medium-Dark,0.88,9,8,43,53,3,8.0,38.0
Mystic Monk Coffee,Flores Bajawa Ngura Organic,91,Wyoming,Indonesia,Medium,1.17,9,8,46,60,2,-5.0,120.0
Terroir Coffee,Colombia El Roble Single Origin Espresso,94,Massachusetts,Colombia,Medium,1.48,8,9,48,59,2,4.0,-72.0
Grounds for Change,Bolivia “Taipiplaya” Fair Trade Organic Certified,90,Washington,Bolivia,Medium,0.91,8,8,50,62,2,-17.0,-65.0
Coffea Roasterie,Rwanda Dukunde Kawa Cooperative,92,South Dakota,Rwanda,Medium,1.25,9,9,51,58,2,-2.0,30.0
Big Creek Coffee Roasters,Rwanda,90,Montana,Rwanda,Medium-Dark,1.0,9,8,40,47,3,-2.0,30.0
Vertigo Coffee,Ethiopia Yirgacheffe Koke Organic,93,California,Ethiopia,Medium-Light,1.33,8,9,53,73,1,8.0,38.0
Green Mountain Coffee,Sumatra Reserve Fair-Trade Organic,88,Vermont,Sumatra,Medium-Dark,0.95,8,8,37,45,3,-5.0,120.0
JBC Coffee Roasters,Kenya Meru Kinjo Peaberry,94,Wisconsin,Kenya,Medium-Light,1.67,9,9,54,72,1,1.0,38.0
Lexington Coffee Roasters,El Salvador Santa Rita,94,Virginia,El Salvador,Medium-Light,0.94,9,9,56,80,1,13.83,-88.92
Conscious Cup Coffee Roasters,Mexico Chiapas El Triunfo Biosphere Fair Trade Organic,92,Illinois,Mexico,Medium,1.08,9,9,51,67,2,23.0,-102.0
Conscious Cup Coffee Roasters,Guatemala Huehuetenango Fair Trade Certified,92,Illinois,Guatemala,Medium-Light,1.08,8,9,51,76,1,15.5,-90.25
Conscious Cup Coffee Roasters,Sumatra Mandheling Fair Trade Certified,92,Illinois,Sumatra,Medium-Light,1.16,9,9,50,72,1,-5.0,120.0
Stumptown Coffee Roasters,Holler Mountain Organic,89,Oregon,Indonesia,Medium,1.25,8,8,53,62,2,-5.0,120.0
Peet's Coffee & Tea,Cafe Solano,89,California,Indonesia,Medium-Dark,1.0,8,8,44,57,3,-5.0,120.0
Counter Culture Coffee,Farm House Organic,91,North Carolina,Ecuador,Medium,0.95,8,9,54,64,2,-2.0,-77.5
Kuma Coffee,Kenya Gethumbwini,93,Washington,Kenya,Medium-Light,1.75,9,9,57,75,1,1.0,38.0
Barrington Coffee Roasting Co.,Ethiopia Tuktant Natural Process,92,Massachusetts,Ethiopia,Medium-Light,1.5,8,9,55,73,1,8.0,38.0
Bard Coffee,Bali Kintamani Organic Natural Process,90,Maine,Indonesia,Light,1.26,10,8,66,92,0,-5.0,120.0
Bard Coffee,Burundi Kayanza,90,Maine,Burundi,Medium-Light,1.16,8,8,58,80,1,-3.5,30.0
Green Mountain Coffee,Colombian Fair Trade Select,90,Vermont,Colombia,Medium-Dark,0.79,9,8,45,56,3,4.0,-72.0
HealthWise Gourmet Low Acid Coffee,100% Colombia,79,Illinois,Colombia,Very Dark,1.12,6,5,0,36,4,4.0,-72.0
Puroast,Guatemala Dark Roast,84,California,Guatemala,Very Dark,0.92,7,6,20,30,4,15.5,-90.25
Simpatico Nice Coffee,Espresso Roast,87,Michigan,Mexico,Very Dark,0.67,8,7,33,33,4,23.0,-102.0
Peet's Coffee & Tea,Sumatra Blue Batak,88,California,Sumatra,Dark,1.06,9,8,33,40,4,-5.0,120.0
Water Avenue Coffee Company,Brazil Cafe Zinho Esperanza Honey,91,Oregon,Brazil,Medium,1.25,8,9,52,61,2,-10.0,-55.0
Willoughby's Coffee & Tea,Guatemala El Injerto Pacamara,95,Connecticut,Guatemala,Medium,2.19,9,10,54,64,2,15.5,-90.25
Willoughby's Coffee & Tea,Rusty’s Hawaiian Red Caturra Natural,94,Connecticut,Hawaii,Medium,2.81,9,9,55,64,2,19.8968,-155.5828
Hula Daddy,Peaberry Medium Roast,93,Hawai,Hawaii,Medium,2.81,8,9,49,64,2,19.8968,-155.5828
Temple Coffee and Tea,Guatemala El Diamante,94,California,Guatemala,Medium-Light,1.29,9,9,53,70,1,15.5,-90.25
Wonderstate Coffee,Kenya Karinga,92,Wisconsin,Kenya,Medium,1.41,9,9,54,67,2,1.0,38.0
Kuma Coffee,Honey Pot Espresso,94,Washington,Panama,Medium-Light,1.33,9,9,55,74,1,9.0,-80.0
Temple Coffee and Tea,Ethiopia Tchembe,92,California,Ethiopia,Medium-Light,1.83,9,9,52,70,1,8.0,38.0
Equator Coffees & Teas,Dominican Republic Green Triangle,92,California,Dominica,Medium-Light,1.0,8,9,57,74,1,15.42,-61.33
Temple Coffee and Tea,Kenya Rianjue AA,92,California,Kenya,Medium,1.83,9,8,50,57,2,1.0,38.0
Green Mountain Coffee,Peru La Prosperidad Special Reserve Fair Trade,88,Vermont,Peru,Medium,1.62,8,8,46,61,2,-10.0,-76.0
Green Mountain Coffee,Mocha Java,95,Vermont,Indonesia,Medium,0.79,9,10,47,62,2,-5.0,120.0
Rusty's Hawaiian Coffee,Ka’u Coffee Natural Dried Red Caturra,90,Hawai,Hawaii,Medium,3.0,8,8,46,67,2,19.8968,-155.5828
OQ Coffee Co.,Honduras Finca El Gringacho Yellow Catuai,90,New Jersey,Honduras,Medium-Light,1.25,8,9,51,80,1,15.0,-86.5
Bird Rock Coffee Roasters,Guatemala El Injerto Maragogype,90,California,Guatemala,Light,2.12,8,9,66,77,0,15.5,-90.25
Gimme! Coffee,Honduras Las Penitas II,91,New York,Honduras,Medium-Light,1.67,9,8,60,77,1,15.0,-86.5
Badbeard's Microroastery,Organic Ethiopia Yirgacheffe Biloya,91,Oregon,Ethiopia,Medium-Light,1.06,8,9,52,70,1,8.0,38.0
PT's Coffee Roasting Co.,Panama Finca La Valentiina Geisha,91,Kansas,Panama,Medium-Light,7.49,10,8,55,78,1,9.0,-80.0
Lone Pine Coffee Roasters,Ethiopia Gedeo Microlot,92,Oregon,Ethiopia,Medium-Light,1.38,9,9,58,80,1,8.0,38.0
Coffea Roasterie,Ethiopia Gedeo Natural Process,93,South Dakota,Ethiopia,Medium,1.5,9,9,50,70,2,8.0,38.0
